date,daOfWeek,holidayName,productName,quantity,price
2012/11/15,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,8,388
2012/11/16,Fri,,赤城　ガリガリ君ソーダ　１１３ｍｌ,8,400
2012/11/17,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,14,700
2012/11/18,Sun,,赤城　ガリガリ君ソーダ　１１３ｍｌ,4,200
2012/11/19,Mon,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/11/20,Tue,,赤城　ガリガリ君ソーダ　１１３ｍｌ,3,189
2012/11/21,Wed,,赤城　ガリガリ君ソーダ　１１３ｍｌ,7,441
2012/11/22,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,7,441
2012/11/23,Fri,勤労感謝の日,赤城　ガリガリ君ソーダ　１１３ｍｌ,1,63
2012/11/24,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,5,220
2012/11/25,Sun,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,126
2012/11/26,Mon,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/11/27,Tue,,赤城　ガリガリ君ソーダ　１１３ｍｌ,6,378
2012/11/28,Wed,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,126
2012/11/29,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,4,252
2012/11/30,Fri,,赤城　ガリガリ君ソーダ　１１３ｍｌ,5,315
2012/12/1,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,100
2012/12/2,Sun,,赤城　ガリガリ君ソーダ　１１３ｍｌ,8,400
2012/12/3,Mon,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,126
2012/12/4,Tue,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,126
2012/12/5,Wed,,赤城　ガリガリ君ソーダ　１１３ｍｌ,7,441
2012/12/6,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,1,63
2012/12/7,Fri,,赤城　ガリガリ君ソーダ　１１３ｍｌ,6,378
2012/12/8,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,5,315
2012/12/9,Sun,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/10,Mon,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/11,Tue,,赤城　ガリガリ君ソーダ　１１３ｍｌ,11,550
2012/12/12,Wed,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,100
2012/12/13,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,1,50
2012/12/14,Fri,,赤城　ガリガリ君ソーダ　１１３ｍｌ,1,63
2012/12/15,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,9,567
2012/12/16,Sun,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,126
2012/12/17,Mon,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/18,Tue,,赤城　ガリガリ君ソーダ　１１３ｍｌ,5,315
2012/12/19,Wed,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/20,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/21,Fri,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/22,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,4,252
2012/12/23,Sun,天皇誕生日,赤城　ガリガリ君ソーダ　１１３ｍｌ,6,378
2012/12/24,Mon,振替休日,赤城　ガリガリ君ソーダ　１１３ｍｌ,4,252
2012/12/25,Tue,,赤城　ガリガリ君ソーダ　１１３ｍｌ,2,126
2012/12/26,Wed,,赤城　ガリガリ君ソーダ　１１３ｍｌ,4,252
2012/12/27,Thu,,赤城　ガリガリ君ソーダ　１１３ｍｌ,7,417
2012/12/28,Fri,,赤城　ガリガリ君ソーダ　１１３ｍｌ,1,63
2012/12/29,Sat,,赤城　ガリガリ君ソーダ　１１３ｍｌ,8,504
2012/12/30,Sun,,赤城　ガリガリ君ソーダ　１１３ｍｌ,0,0
2012/12/31,Mon,,赤城　ガリガリ君ソーダ　１１３ｍｌ,3,189
